🇭🇰港澳台(主线1),#genre#
卡酷少儿,http://m.061899.xyz/mg/bjkk
掼蛋精英赛,http://m.061899.xyz/mg/dds
高清大片,http://m.061899.xyz/mg/gqdp
红色轮播台,http://m.061899.xyz/mg/hslb
经典动画大集合,http://m.061899.xyz/mg/dhdjh
经典深圳旁边电影,http://m.061899.xyz/mg/xgdy
军事迷必看大片,http://m.061899.xyz/mg/jsm
咪咕24小时体育台,http://m.061899.xyz/mg/mgty
赛事最经典,http://m.061899.xyz/mg/sszjd
体坛名栏汇,http://m.061899.xyz/mg/ttmlh
乡村振兴,http://m.061899.xyz/mg/xczx
幸福中国年,http://m.061899.xyz/mg/xfzgn
新片放映厅,http://m.061899.xyz/mg/xpdy
周杰伦现场,http://m.061899.xyz/mg/zjlxc
最强综艺趴,http://m.061899.xyz/mg/zqzyp
金色剧场,http://m.061899.xyz/mg/jsjc
凤凰中文,http://m.061899.xyz/mg/fhzw
凤凰资讯,http://m.061899.xyz/mg/fhzx
凤凰香港,http://m.061899.xyz/mg/fhhk
海南卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=hnws
河北卫视,http://106.53.99.30/tv/api.php?id=hebws
东方卫视,http://8.138.7.223/tv/shtv.php?id=dfws





🏞️4K超清频道,#genre#
东方卫视4K,http://go.bkpcp.top/mg/dfws
浙江卫视4K,http://go.bkpcp.top/mg/zjws
湖南卫视4K,http://go.bkpcp.top/mg/hunws
湖南卫视4K,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
东方卫视4K,http://bp-resource-dfl.bestv.cn/148/3/video.m3u8
浙江卫视4K,https://play-qukan.cztv.com/live/1758879019692345.m3u8
广州南国都市4K,https://tencentplaygsm.gztv.com/live/nanguodushi.m3u8
苏州4K,https://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8
北京4k,http://ddns.xryo.cn:8888/udp/239.111.205.51:5140
东方4k,http://ddns.xryo.cn:8888/udp/239.111.205.67:5140
浙江4k,http://ddns.xryo.cn:8888/udp/239.111.205.65:5140
江苏4k,http://ddns.xryo.cn:8888/udp/239.111.205.64:5140
湖南4k,http://ddns.xryo.cn:8888/udp/239.111.205.63:5140
广东4k,http://ddns.xryo.cn:8888/udp/239.111.205.103:5140
深圳4k,http://ddns.xryo.cn:8888/udp/239.111.205.104:5140
山东4k,http://ddns.xryo.cn:8888/udp/239.111.205.66:5140
四川4k,http://ddns.xryo.cn:8888/udp/239.111.205.62:5140
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
广东4K,http://ikuai.haleeyo.cn:9003/udp/239.77.0.27:5146



🇺🇳国际测试,#genre#
BBC News,https://vs-hls-push-ww-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_news_channel_hd/t=3840/v=pv14/b=5070016/main.m3u8
CNN,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8
CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
GB News,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg01076-lightningintern-gbnewsnz-samsungnz/playlist.m3u8
RT News,https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8
Euronews,https://jmp2.uk/rok-dafd06b712a35fbe9935d4c04c2e8b53.m3u8
TRT World,https://tv-trtworld.medya.trt.com.tr/master_1080.m3u8
Fox News,http://panelguys.top:8080/txd7Fd/030774/1818
Al Jazeera,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
CBS News,http://panelguys.top:8080/txd7Fd/030774/21259
Global News,https://live.corusdigitaldev.com/groupd/live/49a91e7f-1023-430f-8d66-561055f3d0f7/live.isml/live-audio_1=96000-video=2499968.m3u8
Newsmax 2,https://nmxlive.akamaized.net/hls/live/529965/Live_1/1.m3u8
TBS Seoul,https://cdntv.tbs.seoul.kr/tbs/tbs_tv_web.smil/playlist.m3u8
WION,https://d7x8z4yuq42qn.cloudfront.net/index_7.m3u8
PBS HD,http://panelguys.top:8080/txd7Fd/030774/57276
Cheddar News,https://cheddar-us.samsung.wurl.tv/playlist_4300k.m3u8
Newsy,https://547f72e6652371c3.mediapackage.us-east-1.amazonaws.com/out/v1/e3e6e29095844c4ba7d887f01e44a5ef/index_8.m3u8
HollyWire,https://bozztv.com/hwotta/playlist/HD3400/HD3400.m3u8
NEWS 12,http://panelguys.top:8080/qcFA9B/963626/167741
Arirang,https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b3256000_sleng.m3u8
Taiwan Plus,https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8
RT Documentary,https://rt-rtd.rttv.com/live/rtdoc/playlist_4500Kb.m3u8
NBA TV,http://panelguys.top:8080/txd7Fd/030774/22995
Redbull,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_3360.m3u8
Sportsnet East,http://panelguys.top:8080/txd7Fd/030774/41836
Animal Planet,http://panelguys.top:8080/txd7Fd/030774/57377
Cartoon Network,http://panelguys.top:8080/txd7Fd/030774/57380
CPAC,http://panelguys.top:8080/txd7Fd/030774/57402
CRAVE 1 HD,http://panelguys.top:8080/txd7Fd/030774/57309
CRAVE 2 HD,http://panelguys.top:8080/txd7Fd/030774/57310
CRAVE 3 HD,http://panelguys.top:8080/txd7Fd/030774/57322
CRAVE 4 HD,http://panelguys.top:8080/txd7Fd/030774/57311
CTV Comedy Channel,http://panelguys.top:8080/txd7Fd/030774/57408
CTV Drama Channel,http://panelguys.top:8080/txd7Fd/030774/57254
CTV News Channel,http://panelguys.top:8080/txd7Fd/030774/57350
Disney Junior,http://panelguys.top:8080/txd7Fd/030774/57349
Food Network,http://panelguys.top:8080/txd7Fd/030774/57247
FXX,http://panelguys.top:8080/txd7Fd/030774/57429
Game Show Network,http://panelguys.top:8080/txd7Fd/030774/57430
HGTV,http://panelguys.top:8080/txd7Fd/030774/57273
MSNBC,http://panelguys.top:8080/txd7Fd/030774/47332
NatGeo Wild,http://panelguys.top:8080/txd7Fd/030774/57280
OLN,http://panelguys.top:8080/txd7Fd/030774/57366
OWN,http://panelguys.top:8080/txd7Fd/030774/57277
Showcase,http://panelguys.top:8080/txd7Fd/030774/47366
Slice TV,http://panelguys.top:8080/txd7Fd/030774/57274
Smithsonian Channel,http://panelguys.top:8080/txd7Fd/030774/47369
Sportsnet 360,http://panelguys.top:8080/txd7Fd/030774/57299
Sportsnet East,http://panelguys.top:8080/txd7Fd/030774/57298
Sportsnet One,http://panelguys.top:8080/txd7Fd/030774/47379
Sportsnet Pacific,http://panelguys.top:8080/txd7Fd/030774/9860
Sportsnet West,http://panelguys.top:8080/txd7Fd/030774/20975
Sportsnet World,http://panelguys.top:8080/txd7Fd/030774/75675
TSN 2,http://panelguys.top:8080/txd7Fd/030774/16129
TSN 3,http://panelguys.top:8080/txd7Fd/030774/47444
TSN 4,http://panelguys.top:8080/txd7Fd/030774/66783
Premier Sports 1,http://6c72636e.amazzin.pw/iptv/4HP7GES799X3WU/2160/index.m3u8
Discovery Channel,http://panelguys.top:8080/txd7Fd/030774/53684
Film 4,http://panelguys.top:8080/txd7Fd/030774/53702
H2,http://panelguys.top:8080/txd7Fd/030774/53692
ITV2,http://panelguys.top:8080/txd7Fd/030774/53671
ITV 3,http://panelguys.top:8080/txd7Fd/030774/53665
ITV 4,http://cord-cutter.net:8080/23290078/13941299/53666
MUTV,http://panelguys.top:8080/txd7Fd/030774/53717
NICKELODEON,http://panelguys.top:8080/txd7Fd/030774/53728
Willow Cricket,http://panelguys.top:8080/txd7Fd/030774/41979
World Poker,https://d3w4n3hhseniak.cloudfront.net/v1/master/9d062541f2ff39b5c0f48b743c6411d25f62fc25/WPT-DistroTV/150.m3u
Trace Sport Stars,https://lightning-tracesport-samsungau.amagi.tv/playlist720p.m3u8
Lifetime Movies,http://panelguys.top:8080/txd7Fd/030774/20863
WWE Network,http://panelguys.top:8080/txd7Fd/030774/11645
Bally Sports Southwest,http://panelguys.top:8080/txd7Fd/030774/21843
FanDuel Sports West,http://panelguys.top:8080/txd7Fd/030774/20932
ESPN NEWS,http://panelguys.top:8080/txd7Fd/030774/17707
FanDuel Sports Ohio,http://panelguys.top:8080/txd7Fd/030774/17752
YES Network,http://panelguys.top:8080/txd7Fd/030774/57972
UniMas,http://panelguys.top:8080/txd7Fd/030774/57969
Univision,http://panelguys.top:8080/txd7Fd/030774/15336
Spectrum SportsNet,http://panelguys.top:8080/txd7Fd/030774/20946
StarMax,http://panelguys.top:8080/txd7Fd/030774/13381
ABC,http://panelguys.top:8080/txd7Fd/030774/22990
AMC,http://panelguys.top:8080/txd7Fd/030774/18925
Bet Gospel,http://panelguys.top:8080/txd7Fd/030774/66080
BET,http://panelguys.top:8080/txd7Fd/030774/13702
Bravo,http://panelguys.top:8080/txd7Fd/030774/20859
BUZZR,http://panelguys.top:8080/txd7Fd/030774/21896
Cinemax,http://panelguys.top:8080/txd7Fd/030774/13380
CMT,http://panelguys.top:8080/txd7Fd/030774/46706
CNBC,http://panelguys.top:8080/txd7Fd/030774/9815
Comet,http://panelguys.top:8080/txd7Fd/030774/66244
Decades,http://panelguys.top:8080/txd7Fd/030774/20189
Discovery Velocity,http://panelguys.top:8080/txd7Fd/030774/46212
Magnolia Network,http://panelguys.top:8080/txd7Fd/030774/10503
Epix Hits,http://panelguys.top:8080/txd7Fd/030774/12744
ESPN 1,http://panelguys.top:8080/txd7Fd/030774/14197
ESPN 2,http://panelguys.top:8080/txd7Fd/030774/2210
Fox Business Network,http://panelguys.top:8080/txd7Fd/030774/17639
BEIN Sports Xtra,https://bein-xtra-xumo.amagi.tv/playlist.m3u8
FX East,http://panelguys.top:8080/txd7Fd/030774/46690
FXM,http://panelguys.top:8080/txd7Fd/030774/10260
Grit TV,http://panelguys.top:8080/txd7Fd/030774/20861
HGTV,http://panelguys.top:8080/txd7Fd/030774/46717
History Channel,http://panelguys.top:8080/txd7Fd/030774/46724
INSP,http://panelguys.top:8080/txd7Fd/030774/16262
ION,http://panelguys.top:8080/txd7Fd/030774/9297
Laff,http://panelguys.top:8080/txd7Fd/030774/17777
Lifetime,http://panelguys.top:8080/txd7Fd/030774/46714
More Max,http://panelguys.top:8080/txd7Fd/030774/17776
MSG Plus,http://panelguys.top:8080/txd7Fd/030774/9276
Nat Geo Wild East,http://panelguys.top:8080/txd7Fd/030774/11664
One America News,http://panelguys.top:8080/txd7Fd/030774/21752
Wild Earth,https://wildearth-plex.amagi.tv/masterR1080p.m3u8
Love Nature,https://jmp2.uk/rok-479fe0d11f3f5132a3f36b617547da3b.m3u8
OWN,http://panelguys.top:8080/txd7Fd/030774/46698
Oxygen,http://panelguys.top:8080/txd7Fd/030774/46695
Paramount Network,http://panelguys.top:8080/txd7Fd/030774/46694
PixL,http://panelguys.top:8080/txd7Fd/030774/21648
TBN,http://panelguys.top:8080/txd7Fd/030774/21895
TLC,http://panelguys.top:8080/txd7Fd/030774/47703
TNT West,http://panelguys.top:8080/txd7Fd/030774/46688
TNT East,http://panelguys.top:8080/txd7Fd/030774/10455
TRUTV East,http://panelguys.top:8080/txd7Fd/030774/10224
TV Land,http://panelguys.top:8080/txd7Fd/030774/46696
VICELAND,http://panelguys.top:8080/txd7Fd/030774/46697
Fashion Channel,http://fl1001.bozztv.com/ushba19/tracks-v1a1/mono.m3u8
4K Travel,https://d35j504z0x2vu2.cloudfront.net/v1/manifest/0bc8e8376bd8417a1b6761138aa41c26c7309312/4k-travel-tv/1967b0de-bf90-4339-a563-a5d06bba32ed/2.m3u8
HBO East HD,http://panelguys.top:8080/txd7Fd/030774/46713
HBO 2,http://panelguys.top:8080/txd7Fd/030774/57438
AMC Thrillers,http://panelguys.top:8080/txd7Fd/030774/66243
MovieSphere,https://moviesphereuk-samsunguk.amagi.tv/playlist.m3u8

🇫🇷国际频道,#genre#
🇬🇷希腊ATTICA,https://atticatv.siliconweb.com/atticatv/atticaliveabr/playlist.m3u8
🇪🇸西班牙DW Español Ⓢ,https://dwamdstream104.akamaized.net/hls/live/2015530/dwstream104/stream04/streamPlaylist.m3u8
🇲🇽墨西哥Alcarria TV,http://cls.alcarria.tv/live/alcarriatv-livestream.m3u8
🇮🇹意大利Food Network,https://dk3okdd5036kz.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-o4pw0nc02sthz/Foodnetwork_IT.m3u8
🇫🇮芬兰Alfa Ⓢ,https://irrtv2.digitacdn.net/live/ott/irrtv/playlist.m3u8?organizationId=229401409&suiteItemId=230439940
🇭🇷克罗地亚Al Jazeera Balkans,https://live-hls-web-ajb.getaj.net/AJB/index.m3u8
🇨🇷哥斯达黎加Canal 8,http://mdstrm.com/live-stream-playlist/5a7b1e63a8da282c34d65445.m3u8
🇨🇱智利UCV Televisión,https://unlimited1-cl-isp.dps.live/ucvtv2/ucvtv2.smil/playlist.m3u8
🇹🇩乍得Tchad 24,http://102.131.58.110/out_1/index.m3u8
🇧🇷巴西Record News,https://stream.ads.ottera.tv/playlist.m3u8?network_id=2116
🇧🇾白俄罗斯Radio HIT Orsk,http://hithd.camsh.orsk.ru/hls/hithd.m3u8
🇦🇱阿尔巴尼亚Syri,https://stream.syritv.al/SyriTV/index.m3u8
🇹🇷土耳其TRT World,https://tv-trtworld.medya.trt.com.tr/master.m3u8
🇳🇱荷兰Omrop Fryslân,https://d3pvma9xb2775h.cloudfront.net/live/omropfryslan/f8f68bd5/playlist.m3u8
🇧🇩孟加拉国DurontoTV,https://tvsen4.aynaott.com/durontotv/index.m3u8
🇮🇩印度尼西亚CNN Indonesia,http://live.cnnindonesia.com/livecnn/smil:cnntv.smil/chunklist_w1285822120_b384000_sleng.m3u8
🇹🇭泰国Thai PBS,http://thaipbs-live.cdn.byteark.com/live-en/playlist_720p/index.m3u8
🇺🇦乌克兰KPBIM,https://cdn.1tvcrimea.ru/1tvcrimea.m3u8
🇶🇦卡塔尔Al Jazeera English,https://live-hls-web-aje.getaj.net/AJE/01.m3u8
🇶🇦卡塔尔Al Jazeera Arabic,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
🇰🇷韩国KBS Drama,http://8.138.7.223/tv/korea.php?id=32
🇰🇷韩国AriangTV,http://amdlive-ch01.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
🇰🇷韩国GS Shop,https://gstv-gsshop.gsshop.com/gsshop_hd/gsshop_hd.stream/playlist.m3u8
🇺🇸美国Fox weather,https://247wlive.foxweather.com/stream/index_1280x720.m3u8
🇺🇸美国Cable News Network,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8
🇺🇸美国Pac-12 Network,https://pac12-samsungus.amagi.tv/playlist480_p.m3u8
🇮🇳印度9Bharatvarsh,https://dyjmyiv3bp2ez.cloudfront.net/pub-iotv9hinjzgtpe/liveabr/pub-iotv9hinjzgtpe/live_720p/chunks.m3u8
🇮🇳印度JALSHA MOVIES,https://live.dinesh29.com.np/stream/jiotvplus/jalshamovieshd/master.m3u8
🇮🇳印度Zee-Bangla2,http://smart.bengaldigital.live/Zee-Bangla/index.m3u8
🇮🇳印度colorsbangla,https://catchup.yuppcdn.net/amazonv2/36/preview/colorsbanglahd/master/chunklist.m3u8
🇮🇳印度Moon,http://player.mslivestream.net/mslive/e10bb900976df9177b9a080314f26f86.sdp/index.m3u8

半岛新闻,https://live-hls-aje-ak.getaj.net/AJE/01.m3u8#https://live-hls-v3-aje.getaj.net/AJE-V3/01.m3u8#https://live-hls-web-aje.getaj.net/AJE/02.m3u8
CNA新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
CBS新闻,https://www.cbsnews.com/common/video/cbsn-ny-prod.m3u8
CBN新闻,https://bcovlive-a.akamaihd.net/re8d9f611ee4a490a9bb59e52db91414d/us-east-1/734546207001/playlist.m3u8
GBN新闻,https://live-gbnews.simplestreamcdn.com/live5/gbnews/bitrate1.isml/manifest.m3u8
RT新闻,https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8
RT纪录,https://rt-rtd.rttv.com/live/rtdoc/playlist_4500Kb.m3u8
美国·彭博财经,https://liveprodusphoenixeast.akamaized.net/USPhx-HD/Channel-TX-USPhx-AWS-virginia-1/Source-USPhx-16k-1-s6lk2-BP-07-02-81ykIWnsMsg_live.m3u8
加拿大·Global新闻,https://live.corusdigitaldev.com/groupd/live/49a91e7f-1023-430f-8d66-561055f3d0f7/live.isml/master.m3u8
美·红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8
朝鲜中央电视台,https://tv.nknews.org/tvhls/stream.m3u8
韩·BBS,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1216149699.m3u8
韩·EBS1,http://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8
韩·EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8
韩·EBSe,http://ebsonairios.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8
韩·EBS1,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8
韩·EBS2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8
韩·EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8
韩·EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8
韩·EBSi,http://ebsonairios.ebs.co.kr/plus1tablet500k/tablet500k/plus1tablet500k.index.m3u8
韩·EBS+2,http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8
韩·KBS LIVE,http://kbs-dokdo.gscdn.com/dokdo_300/dokdo_300.stream/playlist.m3u8
韩·Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
韩·KoreaTV,https://hlive.ktv.go.kr/live/klive_h.stream/playlist.m3u8
韩·TBS,https://cdntv.tbs.seoul.kr/tbs/_definst_/tbs_tv_web_720.smil/playlist.m3u8
韩·KBS Drama,http://mytv.dothome.co.kr/ch/catv/2.php
韩·KBS Joy,http://mytv.dothome.co.kr/ch/catv/3.php
韩·KBS Story,http://mytv.dothome.co.kr/ch/catv/4.php
韩·KBS World,http://mytv.dothome.co.kr/ch/catv/7.php
韩·KBS 1TV,https://code.vthanhtivi.pw/getlink/kbs/11/playlist.m3u8
韩·KBS 1TV,http://mytv.dothome.co.kr/ch/public/1.php
韩·KBS 2TV,http://mytv.dothome.co.kr/ch/public/3.php
韩·OUN,https://live.knou.ac.kr/knou1/live1/playlist.m3u8
韩·TBS Seoul,https://cdntv.tbs.seoul.kr/tbs/tbs_tv_web.smil/playlist.m3u8
韩·大田MBC,https://ns1.tjmbc.co.kr/live/myStream.sdp/playlist.m3u8
韩·木浦MBC,http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
韩·济州MBC,https://wowza.jejumbc.com/live/tv_jejumbc/playlist.m3u8
韩·江原岭东MBC,http://123.254.72.24:1935/tvlive/livestream2/playlist.m3u8
韩·KFN,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
印度TV 9 BHARATVARSH,https://dyjmyiv3bp2ez.cloudfront.net/pub-iotv9hinjzgtpe/liveabr/pub-iotv9hinjzgtpe/live_720p/chunks.m3u8
日本東映チャンネル,https://stream02.willfonk.com/live_playlist.m3u8?cid=CS218&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1#https://stream01.willfonk.com/live_playlist.m3u8?cid=CS218&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59d
日本电影台,http://v2.catcast.tv/content/40546/index.m3u8
俄罗斯Russia Today,https://rt-glb.rttv.com/live/rtnews/playlist_4500Kb.m3u8
美国Go2Travel,https://go2thls.wns.live/hls/stream.m3u8
美国Palm Beaches TV,https://live.feed.thepalmbeaches.tv/index.m3u8
美国Travelxp,https://27c980761ff9437d929e64647afe183a.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/RakutenTV-eu_TravelXP/playlist.m3u8
泰国ASTV-News,http://news1.live14.com/stream/news1_hi.m3u8
泰国PBS,http://thaipbs-live.cdn.byteark.com/live-en/playlist_720p/index.m3u8
菲律宾NDTV,https://ndtv24x7elemarchana.akamaized.net/hls/live/2003678/ndtv24x7/ndtv24x7master.m3u8
菲律宾AI-Jazeera,https://live-hls-web-aje.getaj.net/AJE/01.m3u8#http://125.227.210.37:8938/VideoInput/play.ts
俄罗斯GITV,http://hls-igi.cdnvideo.ru/igi/igi_hq/playlist.m3u8
俄罗斯camapa,http://live.guberniatv.cdnvideo.ru/guberniatv/guberniatv.sdp/playlist.m3u8
马来西亚RTM Asean,https://smart.pendy.dpdns.org/Smart.php?id=Rtmasean
马来西亚WION,https://smart.pendy.dpdns.org/Smart.php?id=Wion
马来西亚Astro Rusi,https://smart.pendy.dpdns.org/Smart.php?id=Rusi
马来西亚Astro LOL,https://smart.pendy.dpdns.org/Smart.php?id=Astro_lol
马来西亚Goshop,https://smart.pendy.dpdns.org/Smart.php?id=Goshop
韩国Gsmyshop,https://gstv-myshop.gsshop.com/myshop_hd/myshop_hd.stream/playlist.m3u8
Shop Channel,http://stream1.shopch.jp/HLS/out1/prog_index.m3u8
CNN-INDO,http://live.cnnindonesia.com/livecnn/smil:cnntv.smil/chunklist_w1285822120_b384000_sleng.m3u8
韩国NBS新闻,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
韩国CJB新闻,http://1.222.207.80:1935/live/cjbtv/chunklist_w1357270949.m3u8
韩国EBS+1,http://ebsonairios.ebs.co.kr/plus1tablet500k/tablet500k/PLAYLIST.m3u8
韩国EBD-Kids,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/chunklist_w1965791004.m3u8
韩国BBS,http://bbstv.clouducs.com:1935/bbstv-live/livestream/playlist.m3u8
韩国NBS,https://media.joycorp.co.kr:4443/live/live_360p/playlist.m3u8
韩国KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w1306745753.m3u8
CNN,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8
半岛新闻,https://live-hls-web-aje.getaj.net/AJE/01.m3u8
伊朗新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
FTV,http://lb.streaming.sk/fashiontv/stream/chunklist_w1906011378.m3u8
MBC,http://211.33.246.4:32954/cj_live/myStream.sdp/chunklist_w517347500.m3u8
台湾Plus,https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8
Wild Earth,https://wildearth-plex.amagi.tv/masterR1080p.m3u8
Tokyo mx1,http://vthanh.utako.moe/Tokyo_MX1/index.m3u8
ABC,http://fl1.moveonjoy.com/ABC_EAST/index.m3u8
Fox,http://fl1.moveonjoy.com/FOX_EAST/index.m3u8
Amc,http://fl5.moveonjoy.com/AMC_NETWORK/index.m3u8
comedycentral,http://fl3.moveonjoy.com/Comedy_Central/index.m3u8
cookingchannel,http://fl3.moveonjoy.com/COOKING_CHANNEL/index.m3u8
bounce,http://fl3.moveonjoy.com/BOUNCE_TV/index.m3u8
AHC,http://fl3.moveonjoy.com/American_Heroes_Channel/index.m3u8
nbc,http://fl1.moveonjoy.com/NBC_EAST/index.m3u8
boomerang,http://fl3.moveonjoy.com/BOOMERANG/index.m3u8
nickelodeon,http://fl1.moveonjoy.com/NICKELODEON/index.m3u8
nicktoons,http://fl1.moveonjoy.com/NICKTOONS/index.m3u8
discovery,http://fl3.moveonjoy.com/Discovery_Channel/index.m3u8
tbs,http://fl1.moveonjoy.com/TBS/index.m3u8
tcm,http://fl1.moveonjoy.com/TCM/index.m3u8
wetv,http://fl1.moveonjoy.com/WE_TV/index.m3u8
cmt,http://fl3.moveonjoy.com/CMT/index.m3u8
cnbc,http://fl3.moveonjoy.com/CNBC/index.m3u8
big ten network,http://fl3.moveonjoy.com/BIG_TEN_NETWORK/index.m3u8
YT,https://hls.yourtime.live/hls/stream.m3u8
新加坡国际,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
联合国UNTV,https://cdnapi.kaltura.com/p/2503451/sp/250345100/playManifest/entryId/1_gb6tjmle/protocol/https/format/applehttp/a.m3u8
Travel Escapes TV,https://b385eb878e03425999616e7aedfe3605.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/TCLTVPlus_TravelEscapes/playlist.m3u8
PAC-12 TV,https://pac12-samsungus.amagi.tv/playlist.m3u8
GLEWED Yoga TV,https://d35j504z0x2vu2.cloudfront.net/v1/master/0bc8e8376bd8417a1b6761138aa41c26c7309312/glewedtv-yoga/master.m3u8
Love the Planet,https://amg01821-lovetvchannels-lovetheplanetuksamsung-samsunguk-apopw.amagi.tv/playlist/amg01821-lovetvchannels-lovetheplanetuksamsung-samsunguk/playlist.m3u8
STADIUM,https://2d006483e2aa43fe812f7b464cb2916d.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/Samsung_Stadium/playlist.m3u8
C31 TV,https://d1k6kax80wecy5.cloudfront.net/RLnAKY/index.m3u8
Gusto TV,https://gusto-localnow.amagi.tv/playlist.m3u8
Comedy Hub,https://d2iqvao9cpdq89.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-o28f6cbl23ij7/playlist.m3u8
Laugh Out Loud Network,https://364656c7dbf24400867e98eed23cec82.mediatailor.us-east-1.amazonaws.com/v1/master/04fd913bb278d8775298c26fdca9d9841f37601f/Samsung-gb_LOLNetwork/playlist.m3u8
Horizon Sports,https://d35j504z0x2vu2.cloudfront.net/v1/master/0bc8e8376bd8417a1b6761138aa41c26c7309312/horizon-sports/master.m3u8
Inside Crime,https://amg00841-aenetworksukane-insidecrime-samsunguk-o968i.amagi.tv/playlist/amg00841-aenetworksukane-insidecrime-samsunguk/playlist.m3u8
Wicked Tuna,https://amg00353-lionsgatestudio-wickedtuna-samsunguk-ajti1.amagi.tv/playlist/amg00353-lionsgatestudio-wickedtuna-samsunguk/playlist.m3u8
柯南·奥布莱恩TV,https://dsvt0yq4k5a5x.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-zkvjbxpwh4s5n/index.m3u8
WORLD FASHION,https://cdn.wfc.tv/cdn/stream-eng.m3u8
DELUXE MUSIC TV,https://sdn-global-live-streaming-packager-cache.3qsdn.com/13456/13456_264_live.m3u8
DUCK TV,https://dz4jacps8l0pw.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-h2eezuzejgrr2-ssai-prd/playlist.m3u8
